v0,theta_mrad,V_mean,V_std,N0_mean,N0_std,a_min,a_min_err
90760.05216818141,1.7,0.9999999999999998,1.2412670766236366e-16,15839.8,809.5228224083618,10416.810375695231,266.1853601631811
90760.05216818141,1.8,0.9999999999991216,1.9638831181077608e-12,15464.8,972.268327160769,10542.35050901584,331.3975445444918
90760.05216818141,1.9,0.9999999999999998,1.2412670766236366e-16,16108.2,866.4509218645912,10329.661706560473,277.8133158328891
90760.05216818141,2.0,0.9999999999999997,7.550332863779066e-16,18241.2,1437.4787650605485,9706.95246299446,382.47313880135977
90760.05216818141,2.1,0.9999999999999838,3.6046404453820716e-14,17939.6,1137.3039611291258,9788.208858654703,310.26803014858734
90760.05216818141,2.25,0.9999999999999998,1.2412670766236366e-16,19360.4,1546.0617064011383,9422.202686679939,376.21399257829836
90760.05216818141,2.5,0.9999999999999998,1.2412670766236366e-16,22314.6,934.3587640729871,8776.372585580635,183.74249688784852
90760.05216818141,3.0,0.9999999999999998,1.2412670766236366e-16,25963.2,898.1832775107762,8136.366367121721,140.73666209577084
90760.05216818141,4.0,0.9999999999999998,1.2412670766236366e-16,35938.2,886.2255356284877,6915.62514478692,85.26865004569827
90760.05216818141,5.5,0.9999999999999998,1.2412670766236366e-16,47650.8,568.7536373510063,6005.850358911901,35.842517198210636
90760.05216818141,8.0,0.9999999999999997,3.554447978966673e-16,70603.6,1897.4349264204031,4933.96634061543,66.29888603744274
90760.05216818141,10.0,0.9999999999999998,1.2412670766236366e-16,87855.4,1224.6114894120503,4423.085913379347,30.82657314280592
90760.05216818141,12.0,0.9999999999999998,1.2412670766236366e-16,104756.2,814.0858062882561,4050.603533812597,15.73911063869197
90760.05216818141,14.0,0.9999999999999998,1.2412670766236366e-16,122976.8,2725.880903487898,3738.5053916767815,41.43350800621858
90760.05216818141,17.0,0.9999999999999998,1.2412670766236366e-16,150230.8,2643.4858993382204,3382.440107722113,29.758986606339903
90760.05216818141,20.0,0.9999999999999998,1.2412670766236366e-16,174943.4,4098.704283063124,3134.4462289195035,36.71807048309175
98795.42688342923,0.0,0.9999999999999998,1.2412670766236366e-16,7915.2,294.8409740860317,17460.748999390158,325.2062009331348
98795.42688342923,0.2,0.9999999999999986,2.7822109252321576e-15,2518.2,298.01459695793426,30956.275712508403,1831.749271261592
98795.42688342923,0.5,0.9999999999999998,1.2412670766236366e-16,7307.8,805.4968652949557,18171.906322152445,1001.4924860373424
98795.42688342923,0.8,0.9999999999999998,1.2412670766236366e-16,9324.0,682.6444901996939,16087.652747447879,588.918249050368
98795.42688342923,1.0,0.9999999999999998,1.2412670766236366e-16,11859.0,857.1805527425363,14264.934482403252,515.5419691568634
98795.42688342923,1.25,0.9999999999999998,1.2412670766236366e-16,16281.6,782.0078644105824,12174.33576673127,292.3676516300269
98795.42688342923,1.4,0.9999999999999998,1.2412670766236366e-16,17016.4,1831.2745015425733,11908.579846155082,640.7900208577485
98795.42688342923,1.5,0.9999999999999998,1.2412670766236366e-16,16738.8,1039.2144629478555,12006.921069293288,372.7198494122313
98795.42688342923,1.6,0.9999999999999998,1.2412670766236366e-16,19149.6,1210.3358211670015,11225.713717016895,354.75632467182913
98795.42688342923,1.7,0.9999999999999998,1.2412670766236366e-16,21816.6,955.8636409028226,10517.203598041247,230.3982408656705
98795.42688342923,1.8,0.9999999999999998,1.2412670766236366e-16,21053.4,1938.843289180433,10706.134496531542,492.9730357486988
98795.42688342923,1.9,0.9999999999999998,1.2412670766236366e-16,22339.8,928.528782537192,10393.317044586789,215.99329496981213
98795.42688342923,2.0,0.9999999999999998,1.2412670766236366e-16,25384.4,1918.867061575658,9750.129063434977,368.5177019338037
98795.42688342923,2.1,0.9999999999999998,1.2412670766236366e-16,25711.8,1315.2055732850283,9687.853777756927,247.7757154628678
98795.42688342923,2.25,0.9999999999999998,1.2412670766236366e-16,26314.6,1907.8940746278342,9576.248987683044,347.1545967022352
98795.42688342923,2.5,0.9999999999999998,1.2412670766236366e-16,31785.4,1907.8360254487282,8713.245993896788,261.494972625059
98795.42688342923,3.0,0.9999999999999998,1.2412670766236366e-16,36773.4,1301.99013053095,8100.781588196007,143.4071594878096
98795.42688342923,4.0,0.9999999999999998,1.2412670766236366e-16,49901.0,965.4416087987921,6954.072136654872,67.27070190291711
98795.42688342923,5.5,0.9999999999999998,1.2412670766236366e-16,67136.0,1820.6899791013295,5995.371302161259,81.2955229000588
98795.42688342923,8.0,0.9999999999999998,1.2412670766236366e-16,97332.2,2310.4268436806215,4979.268503530646,59.097788873829224
98795.42688342923,10.0,0.9999999999999998,1.2412670766236366e-16,123850.2,1933.2690449081317,4414.133459417307,34.45173111220137
98795.42688342923,12.0,0.9999999999999998,1.2412670766236366e-16,146792.4,1591.005908222845,4054.54411721708,21.972539605737605
98795.42688342923,14.0,0.9999999999999998,1.2412670766236366e-16,172119.0,3321.3391124665363,3744.3756192148417,36.127159685637146
98795.42688342923,17.0,0.9999999999999998,1.2412670766236366e-16,208813.0,4757.811576765099,3399.5000304833684,38.72886410388021
98795.42688342923,20.0,0.9999999999999998,1.2412670766236366e-16,244645.6,3325.5647339963175,3140.690285500068,21.346324752752253
107542.20761125622,0.0,0.9999999999999998,1.2412670766236366e-16,10472.0,1207.8377374465495,17987.185338140884,1037.3186230830706
